,university,outgoing,incoming,total,pagerank,betweenness
2343,Wyzsza Szkola Lingwistyczna w Czestochowie,6.0,17.0,23.0,7.744507569477005e-05,1.8201816287647773e-07
2344,EFFECTUS studij financije i pravo - visoko uciliste,4.0,19.0,23.0,8.404375658545456e-05,4.5646749661792836e-06
2345,Polis Akademisi,12.0,11.0,23.0,7.89060449118437e-05,1.5371505392122969e-06
2346,Veleuciliste Marko Marulic,13.0,10.0,23.0,7.666403695532442e-05,5.232896141964542e-06
2347,Ecole Supérieure Musique et Danse Nord de France,13.0,10.0,23.0,0.000146975321741471,2.117906640842233e-05
2348,Ersta Sköndal Bräcke högskola,2.0,21.0,23.0,6.981439307930948e-05,0.0002889010764952221
2349,ESCOLA D'ART I SUPERIOR DE DISSENY DEIA,8.0,15.0,23.0,0.00011685118630590626,2.5621860745992994e-06
2350,ecole d'art maryse eloy - etablissement privé d'enseignement technique superieur,5.0,18.0,23.0,0.00010204365559549411,8.319395891327304e-07
2351,Dolnoslaska Wyzsza Szkola Przedsiebiorczosci i Techniki w Polkowicach,2.0,21.0,23.0,6.415605243188455e-05,2.3610239392159625e-07
2352,UNIVERSITATEA NATIONALA DE APARARE CAROL I,23.0,0.0,23.0,5.550937588093733e-05,0.0
2353,Conservatorio di Musica Luca Marenzio,16.0,7.0,23.0,6.249293878999585e-05,6.233495369762956e-06
2354,"ESCUELA DE ARTE Y SUPERIOR DE DISEÑO ""CASA DE LOS PICOS"" DE SEGOVIA",10.0,13.0,23.0,9.471875246143207e-05,3.8494267870620916e-06
2355,ETUDES SUPERIEURES APPLIQUEES AUX AFFAIRES ESA 3,10.0,13.0,23.0,8.094215778157024e-05,5.465626108627225e-07
2356,ESITPA ECOLE D'INGENIEURS EN AGRICULTURE,23.0,0.0,23.0,5.550937588093733e-05,0.0
2357,Christian University of Applied Sciences Zwolle,16.0,7.0,23.0,6.641924486200626e-05,0.0002895748163741055
2358,IES HOTEL ESCUELA,16.0,7.0,23.0,7.954574374647436e-05,3.068106106172965e-07
2359,WYZSZA SZKOLA LOGISTYKI Z SIEDZIBA W POZNANIU,22.0,1.0,23.0,6.0953682644341686e-05,4.97486659962694e-08
2360,Institut de Communication Bordelais,17.0,6.0,23.0,0.00010127484821296173,3.195458255725661e-05
2361,ISTANBUL BILIM UNIVERSITY,7.0,16.0,23.0,9.149858376638828e-05,1.4469347792699428e-06
2362,Panstwowa Wyzsza Szkola Zawodowa im. prof. Edwarda F. Szczepanika w Suwalkach,11.0,12.0,23.0,6.684136444301401e-05,3.022398487976206e-06
2363,Intercollege,0.0,22.0,22.0,7.690794254813888e-05,0.0
2364,IUM Academy School,7.0,15.0,22.0,8.363986565165781e-05,2.851476552197043e-06
2365,UNITELMA SAPIENZA UNIVERSITA,8.0,14.0,22.0,7.018506163825177e-05,1.9449034006463753e-06
2366,"College of Management, Trade and Marketing",11.0,11.0,22.0,8.71020389611183e-05,5.351940492733466e-06
2367,"Evangelische Hochschule Rheinland-Westfalen-Lippe, Protestant University of Applied Sciences",16.0,6.0,22.0,8.625910244991445e-05,4.01696962322747e-06
2368,ESCUELA DE ARTE DE JEREZ,11.0,11.0,22.0,7.871194456726064e-05,2.386644264544972e-06
2369,Ecole Superieure d'Art du Nord Pas de Calais Dunkerque/Tourcoing,20.0,2.0,22.0,5.9889335167599114e-05,2.969026159034316e-06
2370,"Panstwowa Wyzsza Szkola Filmowa, Telewizyjna i Teatralna im. Leona Schillera w Lodzi",12.0,10.0,22.0,8.883333912624048e-05,3.3161329551324392e-06
2371,IES FUENTE NUEVA,22.0,0.0,22.0,5.550937588093733e-05,0.0
2372,Yncréa Hauts de France ISEN-LILLE,22.0,0.0,22.0,5.550937588093733e-05,0.0
2373,LYCEE DES METIERS BOULLE ESAA,9.0,13.0,22.0,0.000124819097364584,2.896078295178026e-06
2374,STIFTUNG PRIVATE PÄDAGOGISCHE HOCHSCHULE BURGENLAND,9.0,13.0,22.0,7.926264949865178e-05,3.75477224439406e-07
2375,ANOIKTO PANEPISTIMIO KYPROU (OPEN UNIVERSITY OF CYPRUS),9.0,13.0,22.0,0.0001002870188549156,5.739291863089319e-06
2376,MEDNARODNA FAKULTETA ZA DRUZBENE IN POSLOVNE STUDIJE ZAVOD,14.0,8.0,22.0,6.389899051605811e-05,1.1075667197619227e-06
2377,"NOVA UNIVERZA, EVROPSKA PRAVNA FAKULTETA",16.0,6.0,22.0,6.786625519359197e-05,1.1108389495393273e-07
2378,FAKULTETA ZA UPORABNE DRUZBENE STUDIJE V NOVI GORICI ZAVOD,9.0,13.0,22.0,9.446935745358148e-05,4.777646596827724e-06
2379,DUBNICKY TECHNOLOGICKY INSTITUT V DUBNICKI NAD VAHOM S.R.O,19.0,3.0,22.0,5.90301293989195e-05,9.938770859774593e-05
2380,CENTRO DE ESTUDIOS SUPERIORES UNIVERSITARIOS DE GALICIA S.L.,19.0,3.0,22.0,6.361876401914428e-05,5.026862758294357e-07
2381,Ecole nationale superièure d'art Limoges-Aubusson,12.0,10.0,22.0,8.492184465032792e-05,1.723262721652621e-06
2382,ESCUELA SUPERIOR DE ARTE DRAMÁTICO DE CASTILLA Y LEÓN,17.0,5.0,22.0,8.968512748348036e-05,7.197757348861412e-06
2383,ACADEMIA DE POLITIE ALEXANDRU IOAN CUZA,21.0,0.0,21.0,5.550937588093733e-05,0.0
2384,INSTITUT ISIALM (INSTITUT SUPERIEUR D'INGENIERIE D'AFFAIRES LE MANS),8.0,13.0,21.0,6.272344295994714e-05,1.4686457747727552e-07
2385,Fundació Privada Escola de Gestió,7.0,14.0,21.0,9.662593958131393e-05,2.522310458655871e-06
2386,MSH Medical School Hamburg GmbH,15.0,6.0,21.0,7.295705273934121e-05,4.182350095449604e-07
2387,"Conservatorio Statale di Musica ""L. Canepa""",16.0,5.0,21.0,7.823840302319246e-05,2.7753939149460434e-06
2388,"Conservatorio Statale di Musica ""L. Perosi"" Campobasso",9.0,12.0,21.0,7.085024369253876e-05,1.8437072973089095e-05
2389,"ACCADEMIA DI BELLE ARTI ""MARIO SIRONI""",9.0,12.0,21.0,8.325547469201835e-05,2.3802992889626e-06
2390,Panstwowa Wyzsza Szkola Zawodowa im. Jana Amosa Komenskiego w Lesznie,21.0,0.0,21.0,5.550937588093733e-05,0.0
2391,Conservatorio di Como,9.0,12.0,21.0,0.00010498120564132609,4.562196109069969e-06
2392,"Institut de Formation, Recherche, Animation, Sanitaire et Social",15.0,6.0,21.0,7.812403716922352e-05,1.1301601264476842e-06
2393,FUNDACIÓN PARA LA ESCUELA SUPERIOR DE ARTE DRAMÁTICO DE LES ILLES BALEARS/FUNDACIÓ PER A L'ESCOLA SUPERIOR D'ART DRAMÀTIC DE LES ILLES BALEARS/FUNDACIÓN PARA LA ESCUELA SUPERIOR DE ARTE DRAMÁTICO DE LAS ISLAS BALEARES,11.0,10.0,21.0,8.063934029758362e-05,4.019346201138235e-06
2394,Ecole Superieure d'Art et de Design de Reims,3.0,18.0,21.0,9.60231333557572e-05,7.721624914417352e-07
2395,Accademia Abadir (ente gestore R.AR.A. SRL),7.0,14.0,21.0,0.00015957345745097623,0.00033145790789915517
2396,"Conservatorio di musica ""Niccolò Piccinni"" - Bari",12.0,9.0,21.0,0.00010001057367706255,8.66629106054721e-06
2397,NOVA EÒLIA S.L.,8.0,13.0,21.0,0.00011904816468214313,0.0002989383179198124
2398,Escuela Superior de Arte Dramático de Valencia,15.0,6.0,21.0,8.562781975996295e-05,1.4188511653546087e-05
2399,Ecole Nationale Supérieure de Céramique Industrielle,18.0,3.0,21.0,6.643274245706027e-05,3.207034438290575e-08
2400,Conservatorio San Pietro a Majella,15.0,5.0,20.0,8.009131581129178e-05,2.6846229344651457e-06
2401,Conservatorio Superior de Danza de Málaga Angel Pericet,7.0,13.0,20.0,0.00011903518504120878,1.0470667618768162e-06
2402,Viesoji istaiga Vilniaus verslo kolegija,16.0,4.0,20.0,7.549638377201659e-05,1.4079986649029608e-05
2403,Accademia di Belle Arti Reggio Calabria,15.0,5.0,20.0,8.452581410186122e-05,7.246288417177806e-06
2404,Escuela Superior de Arte Dramático del Principado de Asturias,16.0,4.0,20.0,9.111532462054794e-05,6.020930804889145e-07
2405,Ufuk University,20.0,0.0,20.0,5.550937588093733e-05,0.0
2406,CONSERVATORIO SUPERIOR DE DANZA DE ALICANTE,14.0,6.0,20.0,0.00011350643973190197,2.785408600734852e-06
2407,"Ålands Landskapsregering, Högskolan på Åland",3.0,17.0,20.0,9.345401245533046e-05,7.133292702232838e-07
2408,"Staatliche Hochschule für Bildende Künste, Städelschule",4.0,16.0,20.0,0.00014231799064267636,8.074145679043165e-07
2409,DIAKONHJEMMETS HOGSKOLE,4.0,16.0,20.0,0.00010209087436058175,1.4518034460984163e-05
2410,Visoka poslovna skola Libertas,3.0,17.0,20.0,8.374509917460526e-05,1.9629785901478657e-07
2411,CONSERVATORIO STATALE DI MUSICA A.STEFFANI,14.0,6.0,20.0,8.214714191751166e-05,6.272628780481015e-06
2412,INSTITUT DE FORMATION INTERHOSPITALIER THEODORE SIMON,12.0,7.0,19.0,7.165536417530792e-05,5.470576043556278e-07
2413,COLCHESTER INSTITUTE,0.0,19.0,19.0,7.52643122498102e-05,0.0
2414,INSTITUT FRANCAIS DE MECANIQUE AVANCEE,0.0,19.0,19.0,8.17266988606033e-05,0.0
2415,Wyzsza Szkola Studiow Miedzynarodowych w Lodzi,6.0,13.0,19.0,6.936911488437367e-05,6.713255825579758e-07
2416,"Vysoka skola podnikani, a.s.",10.0,9.0,19.0,6.324674206057324e-05,1.8388889077682805e-06
2417,BOZOK UNIVERSITESI,19.0,0.0,19.0,5.550937588093733e-05,0.0
2418,Høgskolen i Narvik,4.0,15.0,19.0,8.189305400598321e-05,9.579753663895674e-07
2419,Gymnastik- och Idrottshögskolan,10.0,9.0,19.0,9.820596336285081e-05,1.0731917873195177e-06
2420,Sv.Ignaco Lojolos kolegija,4.0,15.0,19.0,6.645858091686228e-05,1.4401314957868375e-06
2421,Veleuciliste u Pozegi,11.0,8.0,19.0,8.105163945186481e-05,9.415307464244315e-06
2422,ECOLE NATIONALE SUPERIEURE DES MINES DE DOUAI,18.0,1.0,19.0,5.814000696640954e-05,1.4516036021811643e-07
2423,"ESCUELA SUPERIOR DE CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES, DISEÑO Y CERÁMICA DE CASTILLA-LA MANCHA",16.0,3.0,19.0,6.168433535078488e-05,1.1044068923911954e-06
2424,Evangelische Hochschule für Soziale Arbeit & Diakonie Hamburg,18.0,1.0,19.0,6.873735233392992e-05,1.9102101977559751e-07
2425,ISSM P. Mascagni,13.0,6.0,19.0,8.101305238887384e-05,2.0457208409148836e-06
2426,Universitat Internacional Valenciana-Valencian International University,2.0,17.0,19.0,7.201004550257566e-05,8.099261420533714e-06
2427,Hochschule für Telekommunikation Leipzig,8.0,11.0,19.0,8.203260484205404e-05,0.00028956516160722975
2428,Escola Superior de Enfermagem S. Francisco das Misericórdias,2.0,17.0,19.0,7.009947401010856e-05,1.2929240752773397e-08
2429,"Vysoka skola evropskych a regionalnich studii,z.u.",1.0,18.0,19.0,7.859954038207112e-05,2.3704215056547067e-06
2430,Veleuciliste u Sibeniku,8.0,11.0,19.0,0.00010162968881664318,1.1823343100502228e-05
2431,FONDAZIONE SCUOLA DI MUSICA DI FIESOLE ONLUS,14.0,4.0,18.0,8.332416811177171e-05,5.1021254018373284e-06
2432,Escuela de Arte Mateo Inurria,9.0,9.0,18.0,0.00012833229306454026,0.00029963423412653523
2433,Altalanos Vallalkozasi Foiskola,0.0,18.0,18.0,0.00012547500287507092,0.0
2434,Wyzsza Szkola Inzynieryjno - Ekonomiczna z siedziba w Rzeszowie,9.0,9.0,18.0,6.119186223087454e-05,5.12336935498628e-07
2435,ARCA - Associação Recreativa de Coimbra Artística,1.0,17.0,18.0,7.856222466494917e-05,0.0
2436,Conservatorio statale di musica Giacomo Puccini,6.0,12.0,18.0,6.630705099299261e-05,2.924582931795703e-06
2437,EMD ECOLE DE MANAGEMENT,16.0,2.0,18.0,6.52824419359205e-05,4.3954940337333453e-07
2438,Wyzsza Szkola Edukacji i Terapii,7.0,11.0,18.0,6.247898660814538e-05,2.0472873096691e-07
2439,Evangelische Theologische Faculteit,10.0,7.0,17.0,0.00019870312920089084,0.0006009535356651354
2440,HELLENIC OPEN UNIVERSITY,14.0,3.0,17.0,6.310722514633164e-05,4.6916320898353283e-07
2441,Instituto Superior Novas Profissões -- CODEPA,3.0,14.0,17.0,7.365596965862164e-05,9.668135165890474e-08
2442,"CONSERVATORIO STATALE DI MUSICA ""G.B. PERGOLESI"" - FERMO",8.0,9.0,17.0,0.00013025408013245252,6.837789281944278e-06
2443,MARINO INSTITUTE OF EDUCATION,10.0,7.0,17.0,7.89383835868861e-05,4.973941006297669e-07
2444,International University of Struga,11.0,6.0,17.0,6.669376756677049e-05,3.316968675022884e-06
2445,ESCUELA DE ARTE Y SUPERIOR DE DISEÑO DE ZAMORA,13.0,4.0,17.0,8.782634134137633e-05,3.3800238567878304e-06
2446,SSML di Mantova,13.0,4.0,17.0,8.40136381692834e-05,0.00029403619493696416
2447,KOLEGIUM JAGIELLONSKIE-TORUNSKA SZKOLA WYZSZA,0.0,17.0,17.0,6.05078098755606e-05,0.0
2448,Conservatorio Statale di Musica Niccolò Paganini,15.0,2.0,17.0,6.439880147793739e-05,1.2971933259074006e-06
2449,GROEP T,3.0,14.0,17.0,8.668107070820927e-05,1.4270410749001965e-07
2450,Institut Montserrat Roig,11.0,6.0,17.0,0.00036436531430817363,0.0
2451,Conservatorio di Adria,13.0,4.0,17.0,8.698227430738636e-05,3.0560184602795887e-06
2452,LYCEE GENERAL TECHNOLOGIE PIERRE BAYLE,6.0,11.0,17.0,0.00036436531430817363,0.0
2453,ACADEMIA TEHNICA MILITARA,9.0,8.0,17.0,9.446004396284193e-05,2.309226926431908e-05
2454,Haute Ecole de la Province de Namur,1.0,16.0,17.0,6.559370254527585e-05,1.2236621714235505e-07
2455,Pôle d'Enseignement Supérieur de la Musique et de la Danse de Bordeaux Aquitaine,8.0,9.0,17.0,0.0001608588774206977,1.1461987978380755e-05
2456,Escola Superior de Saúde de Santa Maria,0.0,16.0,16.0,6.69635892551725e-05,0.0
2457,Escuela de Arte y Superior de Diseño de Soria,13.0,3.0,16.0,6.410298498704289e-05,2.7057930821861834e-06
2458,Riga Medical College of the University of Latvia,6.0,10.0,16.0,7.657577938747085e-05,1.3623341344075462e-07
2459,UNIVERSIDAD ECLESIASTICA SAN DAMASO,12.0,4.0,16.0,6.787991843248427e-05,4.334105577911818e-08
2460,University of Health Sciences,12.0,4.0,16.0,5.925259320137369e-05,8.290792153625996e-07
2461,CFA de la CCI de Région Alsace - Pôle Formation,16.0,0.0,16.0,5.550937588093733e-05,0.0
2462,MARIJAMPOLES COLLEGE,4.0,12.0,16.0,0.00010725343424745878,0.0003728535544433237
2463,Vorarlberger Landeskonservatorium,4.0,12.0,16.0,0.0001214095131178519,3.626513427595822e-06
2464,CENTRE INTEGRAL DE FP ILERNA S.L.,16.0,0.0,16.0,5.550937588093733e-05,0.0
2465,Lycee Saint Gabriel Saint Michel,0.0,16.0,16.0,7.123856285135889e-05,0.0
2466,ESCUELA SUPERIOR DE DISEÑO Y ARTE DE ANDALUCIA,13.0,3.0,16.0,0.00010090743990077331,0.00030164477453387996
2467,Scuola Superiore per Mediatori Linguistici Carolina Albasio,16.0,0.0,16.0,5.550937588093733e-05,0.0
2468,Visoka skola medjunarodnih odnosa i diplomacije Dag Hammarskjöld,9.0,7.0,16.0,6.166235019033397e-05,3.4880643627094355e-07
2469,Beykoz Lojistik Meslek Yüksekokulu,11.0,5.0,16.0,6.891823181985064e-05,5.923349839950052e-06
2470,Veleuciliste u Bjelovaru,11.0,4.0,15.0,6.888927677598701e-05,1.5400377761529026e-07
2471,ARCHIP,2.0,13.0,15.0,9.679860243879121e-05,5.164652719890388e-07
2472,AKADEMIA EKONOMICZNO-HUMANISTYCZNAW WARSZAWIE,11.0,4.0,15.0,5.8005433764704335e-05,1.7920202179654e-07
2473,VISOKA SOLA ZA VARSTVO OKOLJA ZAVOD,4.0,11.0,15.0,7.017380987248005e-05,2.860561666699943e-07
2474,Conservatoire royal de Liège,7.0,8.0,15.0,9.44595910549752e-05,0.0002959035115167304
2475,Escola Superior de Conservació i Restauració de Béns Culturals de Catalunya,11.0,4.0,15.0,7.195321124827412e-05,1.5336916872107285e-07
2476,INSTITUTO SUPERIORE DI STDUDI MUSICALI - CONSERVATORIO DI MUSICA GIORGIO FEDERICO GHEDINI DI CUNEO,11.0,4.0,15.0,6.273590332790629e-05,3.4657926278980544e-06
2477,Ecole Supérieure des Beaux-Arts de Montpellier Agglomération,4.0,11.0,15.0,0.00013668309225752805,3.036679878150637e-06
2478,Institut Joan Brossa,12.0,3.0,15.0,0.00017344272782795787,0.00028908776634076894
2479,MEDNARODNA PODIPLOMSKA SOLA JOZEFA STEFANA,0.0,15.0,15.0,7.856190059986263e-05,0.0
2480,IRFSS Aquitaine,0.0,15.0,15.0,6.983818051428911e-05,0.0
2481,Panstwowa Wyzsza Szkola Zawodowa w Ciechanowie,6.0,9.0,15.0,5.7890076603348905e-05,5.103993022714825e-07
2482,Technische Hochschule Georg Agricola,6.0,9.0,15.0,7.89815872199103e-05,7.022122420968749e-07
2483,IES Ribeira do Louro,10.0,5.0,15.0,0.00010269693679220199,0.00029904200793643375
2484,Institut de Communication de Provence,9.0,6.0,15.0,7.522577385899151e-05,1.6543226800082628e-05
2485,Univerzitet za Turizam i Menagment vo Skopje,6.0,8.0,14.0,7.257382299024516e-05,1.0697744900051632e-05
2486,Istituto Superiore di Studi Musicali G. Briccialdi Terni,8.0,6.0,14.0,7.748688005962154e-05,5.103365007431797e-06
2487,UNIVERZITET MAJKA TEREZA VO SKOPJE,14.0,0.0,14.0,5.550937588093733e-05,0.0
2488,Wyzsza Szkola Techniczna w Katowicach,14.0,0.0,14.0,5.550937588093733e-05,0.0
2489,BURSA ORHANGAZI UNIVERSITESI,14.0,0.0,14.0,5.550937588093733e-05,0.0
2490,Hochschule für katholische Kirchenmusik und Musikpädagogik Regensburg,11.0,3.0,14.0,6.853681830476844e-05,1.4840546632121573e-06
2491,VIESOJI ISTAIGA KOLPINGO KOLEGIJA,1.0,13.0,14.0,6.633520138370409e-05,3.4782015647632367e-07
2492,Kara Harp Okulu,7.0,7.0,14.0,6.374186471556002e-05,5.556485436072683e-07
2493,POLIISIAMMATTIKORKEAKOULU,3.0,11.0,14.0,9.478908288561145e-05,1.5601549851912463e-06
2494,Sapientia Szerzetesi Hittudományi Foiskola,6.0,8.0,14.0,5.901216286847051e-05,9.553410489721046e-08
2495,Tomori Pal College,11.0,3.0,14.0,5.655901584322924e-05,1.7765199556127287e-07
2496,FERNUNIVERSITAT IN HAGEN,14.0,0.0,14.0,5.550937588093733e-05,0.0
2497,Lycée Général et Technologique Jean Moulin,11.0,3.0,14.0,5.8832380843151295e-05,5.38227552703983e-08
2498,Conservatorio Statale di Musica Domenico Cimarosa di Avellino,11.0,3.0,14.0,6.037034413164362e-05,3.1432333849858957e-06
2499,Uniformazione S.R.L.,13.0,1.0,14.0,6.002166589563655e-05,1.6977798333394466e-09
2500,Paris College of Art,0.0,14.0,14.0,9.981147386345283e-05,0.0
2501,ENSATT,3.0,11.0,14.0,0.00011190259838227194,2.483483395709209e-06
2502,ROYAL COLLEGE OF SURGEONS IN IRELAND,1.0,13.0,14.0,8.968606408411746e-05,7.694052962942874e-09
2503,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI DI PADOVA,6.0,8.0,14.0,5.941510691291886e-05,1.0783604511393561e-07
2504,UNIVERSITA TELEMATICA PEGASO,14.0,0.0,14.0,5.550937588093733e-05,0.0
2505,Ecole d'Assas. Centre d'Enseignement Pratique Massothérapie et Pédicurie,0.0,14.0,14.0,0.00011370080617742538,0.0
2506,ESITC DE METZ,14.0,0.0,14.0,5.550937588093733e-05,0.0
2507,FUNDACAO CONVENTO DA ORADA-FUNDACAO PARA A SALVAGUARDA E REABILITACAO DO PATRIMONIO ARQUITECTONICO,3.0,11.0,14.0,8.382129281150991e-05,7.01175347544979e-06
2508,Zdravstveno veleuciliste,11.0,3.0,14.0,6.367311864352717e-05,2.466049024207852e-07
2509,Fakulteta za medije,2.0,12.0,14.0,6.687274056425198e-05,1.0570940313776488e-08
2510,Theologische Universiteit van de Gereformeerde Kerken in Nederland (vrijgemaakt),3.0,11.0,14.0,0.00011261836698901983,2.6824176358201715e-06
2511,Wyzsza Szkola Technologii Informatycznych w Katowicach,2.0,12.0,14.0,6.865086658371195e-05,1.0462242964227574e-06
2512,IES San Sebastian,0.0,13.0,13.0,6.851496558826203e-05,0.0
2513,Szkola Wyzsza im. Pawla Wlodkowica,0.0,13.0,13.0,5.846119245986795e-05,0.0
2514,College of Tourism and Hotel Management,0.0,13.0,13.0,0.00012115885586411041,0.0
2515,Hamburg Media School GmbH,12.0,1.0,13.0,6.111702337137533e-05,4.5356189949540196e-08
2516,Protestantse Theologische Universiteit,3.0,10.0,13.0,0.00013582806003363776,1.4110101391672e-05
2517,Escuela Superior de Conservación y Restauración de Bienes Culturales de Aragón,13.0,0.0,13.0,5.550937588093733e-05,0.0
2518,Palucca Hochschule für Tanz Dresden,4.0,9.0,13.0,0.00013488210422355406,1.0636746821420664e-06
2519,ESCOLA D'ART I SUPERIOR DE DISSENY DE VIC,1.0,12.0,13.0,9.605172113475859e-05,6.480939184616354e-07
2520,LYCEE AMPERE,13.0,0.0,13.0,5.550937588093733e-05,0.0
2521,CROIX ROUGE FRANÇAISE- IRFSS ALSACE LORRAINE,2.0,11.0,13.0,5.840990654741131e-05,0.0
2522,ECOLE D'INGENIEURS ESME SUDRIA,13.0,0.0,13.0,5.550937588093733e-05,0.0
2523,FAKULTETA ZA DRZAVNE IN EVROPSKE STUDIJE,3.0,10.0,13.0,0.0001041298033198147,2.1120650259303388e-06
2524,Panstwowa Wyzsza Szkola Zawodowa w Chelmie,11.0,2.0,13.0,5.8728975210146426e-05,1.1016748095619898e-06
2525,"Conservatorio di Musica di Stato ""Antonio Scontrino"" - Trapani",11.0,2.0,13.0,8.285009564146896e-05,3.2142407120990837e-06
2526,Sopocka Szkola Wyzsza,8.0,5.0,13.0,6.458415768225838e-05,1.3833341742122608e-06
2527,Kärntner Landeskonservatorium,6.0,7.0,13.0,8.41191798617713e-05,3.641468318048331e-06
2528,"Istituto Superiore di Studi Musicali ""Rinaldo Franci""",11.0,2.0,13.0,9.459020130557222e-05,3.061853394217553e-06
2529,Ecole Nationale Supérieure de Chimie de Clermont-Ferrand,10.0,3.0,13.0,6.910194121033702e-05,1.5683920308297107e-06
2530,Wyzsza Szkola Ekonomii i Informatyki w Krakowie,7.0,6.0,13.0,6.351689905986684e-05,0.0002897777677137777
2531,"Conservatorio di Musica ""Giuseppe Nicolini""",7.0,6.0,13.0,7.488953776074187e-05,1.4460048092061091e-06
2532,ENS Louis-Lumiere,7.0,6.0,13.0,9.13969928058279e-05,3.3733708218504127e-06
2533,ESCOLA SUPERIOR DE CERÁMICA DE L'ALCORA,9.0,4.0,13.0,7.641740163869418e-05,1.516342854111628e-06
2534,INSTYTUT FILOZOFII I SOCJOLOGII POLSKIEJ AKADEMII NAUK,8.0,5.0,13.0,7.343476517810834e-05,1.093881620615447e-06
2535,"Hochschule für Kunst, Design und Populäre Musik Freiburg gGmbH",5.0,8.0,13.0,7.576125309569767e-05,2.3433334880476083e-06
2536,ECOLE DE PSYCHOLOGUES PRATICIENS,8.0,5.0,13.0,6.382814455676384e-05,5.465000167342369e-08
2537,pôle d'enseignement supérieur spectacle vivant Bretagne Pays de la Loire,8.0,5.0,13.0,8.426364274319918e-05,9.239814649439251e-07
2538,Magyar Tancmuveszeti Egyetem,8.0,5.0,13.0,8.152539247895349e-05,9.144584638502533e-06
2539,"Accademia Nazionale d'Arte Drammatica ""Silvio d'Amico""",6.0,7.0,13.0,0.00018133505855486245,2.4093747520626248e-05
2540,HOGSKOLEN I HARSTAD,0.0,12.0,12.0,8.042409668635838e-05,0.0
2541,Forth Valley College of Further and Higher Education,0.0,12.0,12.0,6.101627653619535e-05,0.0
2542,Lycée jules Guesde,0.0,12.0,12.0,7.088028236199078e-05,0.0
2543,Lycee OZENNE,3.0,9.0,12.0,0.0001385841318993484,0.0005779681526482948
2544,IPA - Instituto Superior Autónomo de Estudos Politécnicos,0.0,12.0,12.0,9.205694890838779e-05,0.0
2545,Ecole Santé Social Sud Est,0.0,12.0,12.0,7.718562273742181e-05,0.0
2546,ESC SAINT-ETIENNE,0.0,12.0,12.0,7.765075670278233e-05,0.0
2547,Conservatoire National Supérieur d'Art Dramatique,3.0,9.0,12.0,0.00012434503470781119,4.95440366158733e-06
2548,Escuela de Arte de Cádiz,12.0,0.0,12.0,5.550937588093733e-05,0.0
2549,"Wyzsza Szkola Ekonomii, Prawa i Nauk Medycznych im. prof. Edwarda Lipinskiego w Kielcach",5.0,7.0,12.0,6.531167648737545e-05,6.881549936538543e-07
2550,Baltijas Psihologijas un Menedzmenta Augstskola,5.0,7.0,12.0,7.850888950128799e-05,3.3009553419179223e-06
2551,Escuela de Arte de Mérida,6.0,6.0,12.0,5.985869456663888e-05,2.393382229867617e-08
2552,PROMETNA SOLA MARIBOR,6.0,6.0,12.0,8.10314283549907e-05,6.6442447070730925e-06
2553,EGC MONTAUBAN,12.0,0.0,12.0,5.550937588093733e-05,0.0
2554,Chrzescijanska Akademia Teologiczna w Warszawie,10.0,2.0,12.0,6.28952704695295e-05,2.8952040556732864e-07
2555,SOUKROMA VYSOKA SKOLA EKONOMICKA ZNOJMO,12.0,0.0,12.0,5.550937588093733e-05,0.0
2556,ECOLE SUPERIEURE DES PROFESSIONS IMMOBILIERES,2.0,10.0,12.0,6.607174930198278e-05,4.3374848185673494e-08
2557,CQFD,9.0,3.0,12.0,6.442177667699823e-05,1.6177613769392626e-07
2558,Papai Reformatus Teologiai Akademia,8.0,4.0,12.0,5.7946318807731886e-05,0.0
2559,MSB Medical School Berlin GmbH,8.0,4.0,12.0,5.9829139099734876e-05,9.567959133688771e-08
2560,Wyzsza Szkola Zdrowia w Gdansku,9.0,3.0,12.0,6.324903397902087e-05,2.1762166397263044e-06
2561,Newmaninstitutet,1.0,11.0,12.0,8.66406976251165e-05,5.7581360770908376e-08
2562,INSTITUT NATIONAL DE L'INFORMATION GEOGRAPHIQUE ET FORESTIERE,9.0,3.0,12.0,6.734281960760755e-05,6.24741819692319e-08
2563,RRiF Visoka skola za financijski menadzment,2.0,10.0,12.0,0.000122650813970228,0.0002998147825397022
2564,Istituto Superiore di studi Musicali di Reggio Emilia e Castelnovo ne' Monti,11.0,1.0,12.0,6.123797428241458e-05,5.774520522231047e-07
2565,"FACULTE LIBRE DE DROIT, D'ECONOMIE ET DE GESTION",11.0,1.0,12.0,6.0470623021715715e-05,0.0
2566,Barratt Due musikkinstitutt,4.0,8.0,12.0,9.027708975576081e-05,2.807502485103734e-06
2567,Espaço Atlântico  Formação Financeira SA,1.0,10.0,11.0,5.8330233456380955e-05,0.0
2568,Escuela de Arte y Superior de Cerámica de Manises,4.0,7.0,11.0,6.936790467891555e-05,6.867645618345417e-07
2569,"Conservatorio di Musica ""Egidio Romualdo Duni"" di Matera",11.0,0.0,11.0,5.550937588093733e-05,0.0
2570,Etablissement Public Local d'Enseignement et de Formation Professionnelle Agricole de RETHEL,0.0,11.0,11.0,5.9275787560176875e-05,0.0
2571,Wyzsza Szkola Zawodowa Kosmetyki i Pielegnacji Zdrowia,0.0,11.0,11.0,6.365443815462282e-05,0.0
