,university,outgoing,incoming,total,pagerank,betweenness
849,Fachhochschule Dortmund,343.0,249.0,592.0,0.00028476813997289994,0.00013080824246245216
850,UNIVERSITA DEGLI STUDI DELLA BASILICATA,521.0,70.0,591.0,0.00019743309199991247,0.0003103849444436776
851,"ECOLE SPECIALE DES TRAVAUX PUBLICS, DU BATIMENT ET DE L'INDUSTRIE",469.0,122.0,591.0,0.00016918986131903254,4.145049001661212e-06
852,Akademia Sztuk Pieknych im Jana Matejki w Krakowie,234.0,353.0,587.0,0.0006975331193438281,0.0009763370345560843
853,UNIVERSITE PIERRE MENDES FRANCE GRENOBLE-II,278.0,309.0,587.0,0.0005721426120784488,0.0002500473850144268
854,ANGLIA RUSKIN UNIVERSITY HIGHER EDUCATION CORPORATION,99.0,487.0,586.0,0.00029018464911620336,4.1603224514398935e-05
855,IBS Nemzetközi Üzleti Foiskola,144.0,441.0,585.0,0.00048452271113145324,0.00043466225130996274
856,UNIVERSITATEA 1 DECEMBRIE 1918,307.0,276.0,583.0,0.00022306709246529047,0.0012416151733514692
857,FACHHOCHSCHULE DES BFI WIEN GESELLSCHAFT M.B.H.,189.0,394.0,583.0,0.0003190531040866066,0.00013726566735696116
858,TECHNOLOGICAL EDUCATIONAL INSTITUTE OF CRETE,189.0,393.0,582.0,0.0003940892119282437,0.00013185596215352442
859,INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE ROUEN,528.0,53.0,581.0,0.00012559773422568592,3.3900684257130934e-06
860,Erhvervsakademi Kolding,279.0,302.0,581.0,0.0003693347951811046,0.000549818441630832
861,INSTITUT POLYTECHNIQUE UNILASALLE,528.0,53.0,581.0,0.0001530010243620345,4.43268223556185e-05
862,AKADEMIE MUZICKYCH UMENI V PRAZE,255.0,325.0,580.0,0.001017586124364299,0.0019906652393647077
863,HOCHSCHULE FUER WIRTSCHAFT UND UMWELT NUERTINGEN-GEISLINGEN,415.0,164.0,579.0,0.0002437572355421637,6.543555356518113e-05
864,ECOLE CENTRALE DE LYON,371.0,206.0,577.0,0.00017081098260482056,5.902545907943938e-06
865,UNIVERSITATEA STEFAN CEL MARE DIN SUCEAVA,418.0,158.0,576.0,0.00018595398527107064,0.0004646137305061537
866,DEMOCRITUS UNIVERSITY OF THRACE,465.0,111.0,576.0,0.00020560393197729474,0.00010358124580737938
867,NEW BULGARIAN UNIVERSITY,264.0,312.0,576.0,0.00040224521743568715,0.0010798900768190932
868,BLEKINGE TEKNISKA HOGSKOLA,122.0,454.0,576.0,0.0002953530127596194,2.678137686511515e-05
869,ECOLE D'ENSEIGNEMENT SUPERIEUR PRIVE I.C.N.,331.0,245.0,576.0,0.00026458105593290903,7.333045093459882e-05
870,HOGSKOLAN I GAVLE,60.0,515.0,575.0,0.00031463916178328167,0.00014895521781605592
871,UNIVERZITA SV CYRILA A METODA V TRNAVE,458.0,116.0,574.0,0.00020667454897764864,0.0002722267098698874
872,UNIVERSITATEA DE MEDICINA SI FARMACIE'CAROL DAVILA' DIN BUCURESTI,391.0,183.0,574.0,0.00011320330017261789,6.7364603295432626e-06
873,HOCHSCHULE FURTWANGEN,337.0,236.0,573.0,0.0003903771293536641,0.0019479285056257368
874,EBS EDUCATION OU,154.0,417.0,571.0,0.00030759352864600327,2.574075824809413e-05
875,AKADEMIA WYCHOWANIA FIZYCZNEGO IM EUGENIUSZA PIASECKIEGO,358.0,212.0,570.0,0.0002858205028315498,0.0005443668830144125
876,HOGSKOLAN I SKOVDE,111.0,458.0,569.0,0.00034162957017541505,4.951810191868873e-05
877,PRESOVSKA UNIVERZITA V PRESOVE,392.0,174.0,566.0,0.000295558058111308,0.0010235663065415119
878,UNIVERSITAET KOBLENZ-LANDAU,428.0,132.0,560.0,0.00026095935036741743,0.00010166158563407642
879,OGICES,473.0,86.0,559.0,0.00017132307382141784,5.3349868357928396e-05
880,UNIVERSITE DE MARNE LA VALLEE,386.0,171.0,557.0,0.0003604703546460977,0.00046762549336040027
881,Università degli Studi Internazionali di Roma,410.0,146.0,556.0,0.00023163303811534998,6.988619859674242e-05
882,ECOLE NATIONALE D'INGENIEURS DE TARBES,408.0,148.0,556.0,0.0002139207390630812,5.9164925063242944e-05
883,Karlshochschule gemeinnützige GmbH,300.0,256.0,556.0,0.0003487110351836437,0.00014475795993871854
884,UNIVERSITA PER STRANIERI DI PERUGIA,304.0,250.0,554.0,0.0002622102712996853,4.8018754077038645e-05
885,MIDDLESEX UNIVERSITY HIGHER EDUCATION CORPORATION,156.0,398.0,554.0,0.0004948822299656781,0.0002775176652910988
886,INSTITUT SUPERIEUR DE L'AERONAUTIQUE ET DE L'ESPACE,224.0,329.0,553.0,0.00020417990109133927,3.2546372635490297e-06
887,AKADEMIA SZTUK PIEKNYCH W WARSZAWIE,232.0,319.0,551.0,0.0007175437239374042,0.0009295366660728961
888,ODISEE,551.0,0.0,551.0,5.550937588093733e-05,0.0
889,TECHNICAL UNIVERSITY OF SOFIA,355.0,195.0,550.0,0.0002761888030471714,0.00039300314405735096
890,UNIWERSYTET ROLNICZY IM. HUGONA KOLLATAJA W KRAKOWIE,237.0,313.0,550.0,0.00024483556154832574,8.737712791123174e-05
891,BANKU AUGSTSKOLA,325.0,224.0,549.0,0.0003141858846270855,0.0002018715623953092
892,Kodolanyi Janos Foiskola,62.0,486.0,548.0,0.00036187262256861494,0.0002224096031967769
893,UNIVERSITY OF CENTRAL LANCASHIRE,167.0,379.0,546.0,0.0004070161275393142,0.00040470146828975765
894,Ecole nationale supérieure d'architecture de Paris-Belleville,264.0,281.0,545.0,0.00027724624233253857,1.4586987357954726e-05
895,HOGSKOLEN I INNLANDET,143.0,400.0,543.0,0.0004571436725252673,0.00015477614406579586
896,ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE NANTES,353.0,189.0,542.0,0.0002947662908644887,0.00010679361843767406
897,Fundació Privada Universitat Abat Oliba CEU,127.0,415.0,542.0,0.00045917683211346477,0.0002715187931705811
898,KARELIA AMMATTIKORKEAKOULU OY,249.0,292.0,541.0,0.0003653195281879913,0.0003194948818568198
899,WESTSACHSISCHE HOCHSCHULE ZWICKAU,330.0,209.0,539.0,0.00026916043602283926,5.8432733825151854e-05
900,ASSOCIATION GESTION ECOLE CENTRALE ELECTRONIQUE,476.0,63.0,539.0,0.00021376571683648845,1.7138365106379697e-05
901,Coláiste Mhuire Gan Smál,316.0,223.0,539.0,0.0002847800079796269,6.043824579746144e-05
902,RISEBA UNIVERSITY,196.0,341.0,537.0,0.00029399891042373967,0.0001304650996085071
903,UNIWERSYTET KAZIMIERZA WIELKIEGO,230.0,307.0,537.0,0.00024341087402298967,0.0004562898359552464
904,SVEUCILISTE U DUBROVNIKU,104.0,431.0,535.0,0.0004317802840806728,0.00027063610970977614
905,CENTRO DE ENSENANZA UNIVERSITARIA SEK SA,198.0,335.0,533.0,0.0004178766512209061,0.0005017495605914226
906,UNIWERSYTET PRZYRODNICZY W POZNANIU*,219.0,312.0,531.0,0.0002469503559157461,6.602001913711818e-05
907,STICHTING HOGESCHOOL DER KUNSTEN DEN HAAG,135.0,396.0,531.0,0.0013571403999258307,0.001410174860379106
908,INSTITUTE OF TECHNOLOGY TRALEE,6.0,525.0,531.0,0.00035205694623259456,1.8241021080154133e-05
909,EBC Euro-Business-College Gmbh,234.0,295.0,529.0,0.00032116763948293186,0.00016812640842725314
910,STICHTING HZ UNIVERSITY OF APPLIED SCIENCES,337.0,189.0,526.0,0.00023939232089416983,6.434646057623601e-05
911,Haute école de la province de Liège,209.0,316.0,525.0,0.00036614078135343626,0.0002146267849784448
912,Burdur Mehmet Akif Ersoy University,508.0,17.0,525.0,0.00010722424569217443,0.00011073291243626817
913,KUTAHYA DUMLUPINAR UNIVERSITESI,491.0,34.0,525.0,9.146575747979084e-05,9.029296531572946e-05
914,UNIVERSITATEA DE STIINTE AGRICOLE SI MEDICINA VETERINARA CLUJ NAPOCA,278.0,246.0,524.0,0.00021742933757123412,0.00011221464860506027
915,HOCHSCHULE FUR ANGEWANDTE WISSENSCHAFTEN  FACHHOCHSCULE KEMPTEN,397.0,126.0,523.0,0.0002517014896612379,8.236520390709322e-05
916,HOCHSCHULE FUR TECHNIK WIRTSCHAFT UND KULTUR LEIPZIG,338.0,184.0,522.0,0.00024704323641340547,9.027095070134207e-05
917,NYUGAT-MAGYARORSZAGI EGYETEM,286.0,235.0,521.0,0.0002859901452180943,0.0003385054254493682
918,VILNIAUS DAILES AKADEMIJA,281.0,240.0,521.0,0.0007473731850630758,0.0013561681377770166
919,THOMAS MORE KEMPEN VZW,245.0,274.0,519.0,0.0004991495971444995,0.0010820071359494239
920,UNIVERSITET PO ARCHITEKTURA STROITELSTVO I GEODEZIJA,297.0,221.0,518.0,0.0002498640658828885,0.00010120357103950171
921,FUNDACIO TECNOCAMPUS MATARO-MARESME,264.0,253.0,517.0,0.00035666459595160683,0.0002611499214869192
922,Copenhagen Business Academy,269.0,248.0,517.0,0.00028627140273493367,6.685381034965274e-05
923,HOCHSCHULE NIEDERRHEIN,338.0,178.0,516.0,0.00025896555861199065,0.00020588321424415217
924,SLASKI UNIWERSYTET MEDYCZNY W KATOWICACH,226.0,287.0,513.0,0.000158991192080289,2.304893082105152e-05
925,UNIVERSITATEA DE MEDICINA SI FARMACIE GRIGORE T.POPA IASI,321.0,191.0,512.0,0.0001392390997546005,2.2031528421008115e-05
926,SIVAS CUMHURIYET UNIVERSITESI,499.0,10.0,509.0,6.718151672498317e-05,5.10617563786384e-06
927,IZMIR INSTITUTE OF TECHNOLOGY,462.0,47.0,509.0,0.00017586473365168828,4.54675467677897e-05
928,UNIVERSITA DEGLI STUDI DEL SANNIO,231.0,277.0,508.0,0.000226039542491321,9.334695837279743e-05
929,ADNAN MENDERES UNIVERSITESI,438.0,69.0,507.0,0.00017707120030419288,0.00038710174488701334
930,"INSTITUT NATIONAL DES SCIENCES APPLIQUEES, STRASBOURG",437.0,70.0,507.0,0.00019007598413637574,4.2194587732829015e-05
931,VETERINARNI A FARMACEUTICKA UNIVERZITA BRNO,123.0,383.0,506.0,0.00031263531227322,8.646020404721923e-05
932,BOURNEMOUTH UNIVERSITY,131.0,374.0,505.0,0.0003925698513502387,9.622040147148275e-05
933,INSTITUT SUPERIEUR D'AGRICULTURE RHONE ALPES I.S.A.R.A,475.0,29.0,504.0,0.00011465179228319877,1.9857588535916524e-05
934,UNIWERSYTET ZIELONOGORSKI,228.0,275.0,503.0,0.00024193122198739315,0.0001370401768397408
935,YRKESHOGSKOLAN ARCADA AB,206.0,296.0,502.0,0.0003525197615788706,0.0001594806965367778
936,HOCHSCHULE RHEIN-WAAL-HSRW RHINE-WAAL UNIVERSITY OF APPLIED SCIENCES,275.0,224.0,499.0,0.0002722010702855805,0.00019185302120585057
937,UNIVERSITY OF SOUTH WALES PRIFYSGOLDE CYMRU,70.0,429.0,499.0,0.0005167228093985387,0.0002790679148119083
938,PROFESSIONSHOJSKOLEN ABSALON S/I,175.0,324.0,499.0,0.0005395174654482423,0.0003969204451280644
939,UNIVERSITAT FUR MUSIK UND DARSTELLENDE KUNST WIEN,107.0,391.0,498.0,0.0010601484595986724,0.0007543581277260108
940,UNIWERSYTET MEDYCZNY IM KAROLA MARCINKOWSKIEGO W POZNANIU,225.0,272.0,497.0,0.0002204138024377121,6.62546864386792e-05
941,HOCHSCHULE SCHMALKALDEN,188.0,307.0,495.0,0.0002537467229438835,0.00017609317577155822
942,UNIVERSITAT ZU LUBECK,328.0,167.0,495.0,0.00019970055762302762,1.1139015094136944e-05
943,Fundação Fernando Pessoa-Universidade Fernando Pessoa,76.0,419.0,495.0,0.00034774001349846615,6.251655655529627e-05
944,UNIVERSITA DEGLI STUDI DEL MOLISE,300.0,194.0,494.0,0.0002971422443288764,0.0005647207449915437
945,TELECOM ECOLE DE MANAGEMENT,356.0,135.0,491.0,0.00020807599234598945,7.210695737142529e-05
946,INSTITUT NATIONAL DES LANGUES ET CIVILISATIONS ORIENTALES,149.0,342.0,491.0,0.0002922694619007605,2.9393620976163334e-05
947,Université Montesquieu-Bordeaux IV,0.0,488.0,488.0,0.0004377284145583633,0.0
948,Haute Ecole de Namur-Liège-Luxembourg,365.0,122.0,487.0,0.00020191987541198165,0.00048796902199448966
949,ECOLE NATIONALE SUPERIEURE DES ARTS DECORATIFS,292.0,194.0,486.0,0.0005675174627244421,0.00024851466031626946
950,"Universidad Europea de Valencia, S.L.",112.0,373.0,485.0,0.0003223728372823314,6.917159363891096e-05
951,HAFENCITY UNIVERSITAT HAMBURG,218.0,266.0,484.0,0.0004004011388171282,5.765902889797329e-05
952,UNIVERSITE DE TOULON,261.0,222.0,483.0,0.000283711441526134,5.02174702351397e-05
953,KAJAANIN AMMATTIKORKEAKOULU OY,179.0,304.0,483.0,0.0003207077399302264,0.0001745898621537934
954,PANEPISTIMIO IOANNINON,242.0,235.0,477.0,0.0003800596288013563,0.0002206722543250966
955,Association EDC,236.0,240.0,476.0,0.0003212970261413317,9.4939014134009e-05
956,Association d'Enseignement Agricole de PURPAN - EI PURPAN,468.0,8.0,476.0,7.845285793372104e-05,2.502888269354613e-06
957,DEUTSCHE SPORTHOCHSCHULE KOLN,289.0,183.0,472.0,0.00027863303530792566,7.176820177091716e-05
958,UNIVERSITY OF BRADFORD,54.0,417.0,471.0,0.00034772459987553775,2.5578407133439383e-05
959,OY VAASAN AMMATTIKORKEAKOULU - VASAYRKESHOGSKOLA AB,193.0,277.0,470.0,0.0002923994287173315,0.00010504195730111716
960,HOCHSCHULE BOCHUM,253.0,216.0,469.0,0.00018693991993707002,2.9027345989416342e-05
961,AKADEMIE DER BILDENDEN KUNSTE WIEN,135.0,334.0,469.0,0.0006016516283347491,0.0004925265498357419
962,ECOLE CENTRALE DE MARSEILLE,392.0,77.0,469.0,0.0001866380676308682,3.6647655426857733e-06
963,Ecole Nationale Supérieure d'Architecture Paris Val de Seine,305.0,164.0,469.0,0.00022171012436549947,1.3413152353874215e-05
964,GALWAY-MAYO INSTITUTE OF TECHNOLOGY,81.0,386.0,467.0,0.00028429435668650736,5.381613230095929e-05
965,UNIVERSITATEA DUNAREA DE JOS DIN GALATI,223.0,243.0,466.0,0.0001950831864737328,0.0004605000624294466
966,ZEPPELIN UNIVERSITAT GGMBH,309.0,157.0,466.0,0.00019744831353820608,3.609116956298661e-05
967,OZYEGIN UNIVERSITESI,346.0,119.0,465.0,0.00022209447474246552,0.00012219085688830933
968,Stranmillis University College,201.0,262.0,463.0,0.0002415867301208245,2.239615005054072e-05
969,UNIVERSITY OF RUSE ANGEL KANCHEV,239.0,224.0,463.0,0.00030076452054426803,0.00039201999062174475
970,PADAGOGISCHE HOCHSCHULE LUDWIGSBURG,301.0,162.0,463.0,0.0002279321997440136,0.00013558959700173953
971,FALMOUTH UNIVERSITY,188.0,273.0,461.0,0.0003845920172560854,0.0003680545648038953
972,ERHVERVSAKADEMIET LILLEBAELT,151.0,310.0,461.0,0.0004309203626161796,0.00033523913053648
973,UNIVERSITY OF LINCOLN,141.0,319.0,460.0,0.000430120020308645,0.0004105357775409765
974,ABANT IZZET BAYSAL UNIVERSITESI,387.0,73.0,460.0,0.0001826258138362361,0.0006692241310065175
975,HOCHSCHULE OFFENBURG,259.0,200.0,459.0,0.00019486546148181965,4.571991033462874e-05
976,MISKOLCI EGYETEM,177.0,282.0,459.0,0.00030318004630368263,0.0004973325451127473
977,Panstwowa Wyzsza Szkola Zawodowa im. Stanislawa Staszica w Pile,135.0,323.0,458.0,0.00010042483455642551,2.306578199345492e-05
978,"Universitatea de Arhitectura si Urbanism ""Ion Mincu""",313.0,143.0,456.0,0.00025463366475791244,8.33069451823246e-05
979,AKADEMIA MORSKA W GDYNI,216.0,238.0,454.0,0.00018577991523614692,9.174398139188809e-05
980,DE MONTFORT UNIVERSITY,106.0,346.0,452.0,0.0003797460497689019,0.00038299139158921316
981,IADE - INSTITUTO DE ARTES VISUAIS DESIGN E MARKETING SA,128.0,324.0,452.0,0.0004904758698677044,0.0009011360167935352
982,KRAKOWSKA AKADEMIA IM. ANDRZEJA FRYCZA MODRZEWSKIEGO,160.0,291.0,451.0,0.0002489498850725464,9.270914640923427e-05
983,Universitatea Nationala de Arte (U.N.A.),357.0,91.0,448.0,0.00032873132565423954,0.0002281251890051923
984,ESIEE PARIS,378.0,70.0,448.0,0.00013971669080519879,1.0730673188196636e-05
985,HOCHSCHULE MAGDEBURG-STENDAL FH,265.0,183.0,448.0,0.0002121545138201143,6.670948275285668e-05
986,FACHHOCHSCHULE ST POELTEN GMBH,246.0,199.0,445.0,0.0004166385842764455,0.00047857145708465963
987,KYMENLAAKSON AMMATTIKORKEAKOULU OY,200.0,245.0,445.0,0.0003606576783515978,0.0003510849208527587
988,THE GLASGOW SCHOOL OF ART LBG,228.0,216.0,444.0,0.0004755897008126618,0.0001931759047073153
989,MUSTAFA KEMAL UNIVERSITY,431.0,13.0,444.0,8.910262955677474e-05,3.301797523776496e-05
990,UNIVERSYTET MEDYCZNY W LODZI.,247.0,196.0,443.0,0.00016706888409679876,0.00016548394333003018
991,VYSOKA SKOLA VYTVARNYCH UMENI V BRATISLAVE,257.0,185.0,442.0,0.0005570220225171094,0.00046223834227614136
992,UNIWERSYTET JANA KOCHANOWSKIEGO W KIELCACH,221.0,219.0,440.0,0.00021183495222841197,0.000131777484336812
993,YORK ST JOHN UNIVERSITY,150.0,290.0,440.0,0.00018418652140509879,1.7477132877600327e-05
994,MIKKELIN AMMATTIKORKEAKOULU OY,172.0,267.0,439.0,0.0003850634687349506,0.000222004991073396
995,Groupe EDH,279.0,160.0,439.0,0.0002577072792674389,0.00012530877317130912
996,KLAIPEDOS VALSTYBINE KOLEGIJA,168.0,270.0,438.0,0.00023105914597287163,0.00046030972096303596
997,Instituto Superior Miguel Torga,78.0,360.0,438.0,0.00032612699272304113,0.00044616807990815696
998,UNIVERSITE DU LITTORAL,315.0,123.0,438.0,0.00025824681495764836,0.00011059702338693013
999,Hochschule für Angewandte Wissenschaften Neu-Ulm,285.0,152.0,437.0,0.0002020884713213275,3.2765552906105756e-05
1000,KATOLICKA UNIVERZITA V RUZOMBERKU,301.0,136.0,437.0,0.0002615991691331912,0.0008416584272798822
1001,Baltijas Starptautiska Akademija,63.0,372.0,435.0,0.00041486734757429104,0.0010686475008595095
1002,UNIVERSITY OF KEELE,125.0,307.0,432.0,0.00028554916509025767,2.878987789927015e-05
1003,NABA NUOVA ACCADEMIA DI BELLE ARTI MILANO,184.0,246.0,430.0,0.0005964569706465118,0.0007715162181452336
1004,Panstwowa Wyzsza Szkola Zawodowa w Koninie,55.0,374.0,429.0,0.00012889749454536857,0.00040939823629432487
1005,UNIVERSITA DEGLI STUDI MAGNA GRAECIA DI CATANZARO,334.0,95.0,429.0,0.00011293788591592755,1.5229172838707913e-05
1006,UNIVERSITY OF SURREY,159.0,268.0,427.0,0.000316520612430811,3.45510456065178e-05
1007,HOCHSCHULE DARMSTADT (UNIVERSITY OF APPLIED SCIENCES H-DA),225.0,198.0,423.0,0.0003388232815536513,0.00031383095827212975
1008,Hochschule Ludwigshafen am Rhein,268.0,155.0,423.0,0.0003368405890829045,0.0010239062817691453
1009,UNIVERSITAT FUR ANGEWANDTE KUNST WIEN,182.0,240.0,422.0,0.000641661055231023,0.0004501672001282831
1010,ISTANBUL OKAN UNIVERSITESI,262.0,160.0,422.0,0.000337042068079397,0.00013552193000605526
1011,FACHHOCHSCHULE WIENER NEUSTADT GMBH,224.0,197.0,421.0,0.0002716666586476343,7.825418388006336e-05
1012,Novancia,145.0,275.0,420.0,0.00029300149268045214,6.685246135528654e-05
1013,LISTAHASKOLI ISLANDS,206.0,214.0,420.0,0.000924266521597482,0.0014601059002230924
1014,Eesti Muusika- ja Teatriakadeemia,218.0,202.0,420.0,0.000616028061918728,0.0008766141878561667
1015,UNIVERSITE JOSEPH FOURIER GRENOBLE 1,141.0,278.0,419.0,0.0005084389967367022,7.494471809198178e-05
1016,LATVIJAS KULTURAS AKADEMIJA,251.0,168.0,419.0,0.0002922330091356843,0.0007625337288093176
1017,Ss. CYRIL AND METHODIUS UNIVERSITY IN SKOPJE,340.0,78.0,418.0,0.00021121448402932014,0.00014549307777478744
1018,PROFESSIONSHOJSKOLEN UNIVERSITY COLLEGE NORDJYLLAND,127.0,290.0,417.0,0.0003998601497225797,0.00012847511513571505
1019,TRAKYA UNIVERSITESI,369.0,48.0,417.0,0.00010216699127827501,0.00010084904864412074
1020,HOCHSCHULE FUR TECHNIK STUTTGART,258.0,159.0,417.0,0.00020485177899007796,9.7770992775003e-05
1021,AKADEMIA TECHNICZNO-HUMANISTYCZNA W BIELSKU-BIALEJ,142.0,274.0,416.0,0.00019322452193833354,3.9339177367905184e-05
1022,AKADEMIA FINANSOW I BIZNESU VISTULAUCZELNIA NIEPANSTWOWA,164.0,251.0,415.0,0.0003592562404376955,0.0010569175833176879
1023,UNIVERSITEIT NYENRODE BV,405.0,10.0,415.0,7.457416898008925e-05,4.877650874044065e-08
1024,Panstwowa Wyzsza Szkola Zawodowa im. Stanislawa Pigonia w Krosnie,80.0,335.0,415.0,0.00016919039065519368,0.00015276333916202202
1025,UNIVERSITE DES ANTILLES,82.0,332.0,414.0,0.0003119862026431427,4.213619514616662e-05
1026,MAGYAR KEPZOMUVESZETI EGYETEM,194.0,220.0,414.0,0.0005209475927463251,0.0003714505567588507
1027,BEUTH-HOCHSCHULE FUER TECHNIK BERLIN,185.0,228.0,413.0,0.00028150856010281534,0.00011973993599711911
1028,REZEKNES TEHNOLOGIJU AKADEMIJA,242.0,170.0,412.0,0.00019034237212487725,0.0005719316255597474
1029,UNIVERSITY OF DERBY,104.0,308.0,412.0,0.00036013905218283774,0.00028579532978042816
1030,Duale Hochschule Baden-Württemberg Mannheim,240.0,171.0,411.0,0.00016410633009644718,3.3751955851567794e-05
1031,LATVIJAS MAKSLAS AKADEMIJA,221.0,189.0,410.0,0.0005233960592217159,0.0007508500785023607
1032,UNIVERSIDAD NACIONAL DE EDUCACION A DISTANCIA,293.0,116.0,409.0,0.00027794149719057883,0.0005494307209854083
1033,UNIVERSITATEA DIN PITESTI,330.0,79.0,409.0,0.00011580811393112304,0.0007173265260184445
1034,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,147.0,261.0,408.0,0.0002201417468806685,1.1049320066687393e-05
1035,LIETUVOS SPORTO UNIVERSITETAS,204.0,203.0,407.0,0.00029302647392352927,8.532833629950422e-05
1036,Paneuropean University,264.0,143.0,407.0,0.00019618204419579892,5.275106072710572e-05
1037,ECOLE D'INGENIEURS GENERALISTES -LAROCHELLE,362.0,43.0,405.0,0.00013509645138806486,2.7469441247421292e-05
1038,Université Côte d'Azur,398.0,7.0,405.0,6.74067518723554e-05,8.981851819416147e-06
1039,TECHNOLOGICAL UNIVERSITY DUBLIN,139.0,264.0,403.0,0.0005594249703073987,0.0009252433161858223
1040,SRH HOCHSCHULE HEIDELBERG GMBH,203.0,197.0,400.0,0.0003234246766877214,0.00012320309445936113
1041,T.C BEYKENT UNIVERSITESI,238.0,162.0,400.0,0.0003898686543190206,0.0010733006891986184
1042,University of Worcester,114.0,286.0,400.0,0.0003024870813411014,5.302161602535236e-05
1043,SUOMEN HUMANISTINEN AMMATTIKORKEAKOULU OY HUMAK,179.0,220.0,399.0,0.0002998763202221444,0.00021840411998449175
1044,UNIVERSITA DEGLI STUDI MEDITERRANEA DI REGGIO CALABRIA,321.0,78.0,399.0,0.00015632032664468148,2.813331719033466e-05
1045,SIAULIU UNIVERSITETAS,234.0,164.0,398.0,0.0002275469900029854,0.00015533309081373594
1046,LIVERPOOL JOHN MOORES UNIVERSITY,64.0,333.0,397.0,0.000443354545656273,8.300529396983756e-05
1047,Manisa Celal Bayar University,369.0,28.0,397.0,0.00010288662311172817,0.00012678408689498276
1048,Ecole Nationale Supérieure d'Architecture de Lyon,264.0,133.0,397.0,0.00017106987819218806,6.661591429460211e-06
1049,EDGE HILL UNIVERSITY,95.0,301.0,396.0,0.00029174910341437537,0.00011128305717976363
1050,ROEHAMPTON UNIVERSITY LBG,158.0,237.0,395.0,0.0002308615910272,1.2587011463016324e-05
1051,Akademia Wychowania Fizycznego im. Bronislawa Czecha w Krakowie,163.0,232.0,395.0,0.00020463630169242458,0.00014567761329463164
1052,STICHTING VAN HALL LARENSTEIN,237.0,157.0,394.0,0.00040438355959286865,0.0008495435259359823
1053,ECOLE NATIONALE SUPERIEURE ARCHITECTURE DE MONTPELLIER,222.0,171.0,393.0,0.0002702840375954466,0.00013317638752062688
1054,UNIVERSITATEA VASILE ALECSANDRI DIN BACAU,324.0,69.0,393.0,0.00012676037681716781,7.899617047663194e-05
1055,"Vysoka skola financni a spravni, a.s./University of Finance and Administration",127.0,266.0,393.0,0.00026341771985440477,7.606505533365001e-05
1056,TECHNISCHE UNIVERSITAET BERGAKADEMIE FREIBERG,223.0,169.0,392.0,0.0003277667412731359,5.1328225260763256e-05
1057,EESTI MAAULIKOOL,116.0,276.0,392.0,0.0003570445162308345,9.76575328599759e-05
1058,UNIVERSITY COLLEGE BIRMINGHAM,98.0,294.0,392.0,0.00025722654881772054,0.00014025264520043512
1059,POLITECHNIKA SWIETOKRZYSKA,144.0,246.0,390.0,0.00017110586717673386,3.656487152042264e-05
1060,Panstwowa Wyzsza Szkola Zawodowa we Wloclawku,57.0,333.0,390.0,0.00014922120146226072,4.5502975564757374e-05
1061,Ecole nationale supérieure d'architecture et de paysage de Bordeaux,236.0,153.0,389.0,0.0002519897583655194,2.2324023501430065e-05
1062,VILNIAUS TECHNOLOGIJU IR DIZAINO KOLEGIJA,243.0,146.0,389.0,0.00020255920413733933,0.0004987236387974918
1063,ARKITEKTUR OG DESIGNHOGSKOLEN I OSLO,149.0,239.0,388.0,0.0003572631105182911,4.7657104143708036e-05
1064,TECHNISCHE UNIVERSITAT CLAUSTHAL,226.0,160.0,386.0,0.0002908999990778614,0.0001567442357158535
1065,PADAGOGISCHE HOCHSCHULE WIEN,174.0,212.0,386.0,0.0002685981479809933,7.940979707209428e-05
1066,ERHVERVSAKADEMI AARHUS,174.0,211.0,385.0,0.00033554319279356887,0.00010097217848013327
1067,CENTRIA AMMATTIKORKEAKOULU OY,145.0,240.0,385.0,0.00023708764653081375,0.00015042883329873872
1068,Nigde Omer HALISDEMIR University,378.0,5.0,383.0,7.275251846328666e-05,2.5868810090814796e-05
1069,CARDIFF METROPOLITAN UNIVERSITY,66.0,317.0,383.0,0.0005414167700553885,0.00048443101212100365
1070,COLLEGIUM CIVITAS,149.0,233.0,382.0,0.0003168879886814813,0.00010105504640481233
1071,LIETUVOS EDUKOLOGIJOS UNIVERSITETAS,156.0,226.0,382.0,0.0002929141179452442,0.0004292783800340858
1072,Tokat Gaziosmanpasa University,377.0,5.0,382.0,7.647708660526908e-05,2.200004756455511e-05
1073,HOGSKOLEN I OSTFOLD,24.0,356.0,380.0,0.0003968253769383105,6.71004918378111e-05
1074,Fachhochschule Technikum Wien,158.0,222.0,380.0,0.00030544326202636466,0.00010548445086587517
1075,ANOTATI SCHOLI KALON TECHNON,122.0,258.0,380.0,0.0005861175681782279,0.00017902574393608212
1076,AKADEMIA POMORSKA W SLUPSKU,99.0,278.0,377.0,0.00017520723169743555,0.00014396651317395218
1077,ASSOCIATION ISEP - EDOUARD BRANLY,313.0,62.0,375.0,0.00021503404579573134,2.532704781573624e-05
1078,ALTINBAS UNIVERSITESI,184.0,190.0,374.0,0.00026252372657424095,0.00021960849030540515
1079,UC LIMBURG,238.0,136.0,374.0,0.00027346729647087113,0.0011891851624841448
1080,ACCADEMIA DI BELLE ARTI DE ROMA,167.0,204.0,371.0,0.0004345147634674658,0.0008069664467017818
